09;06;2024;20;50
11688;11559;129;98,90;5647;48,85;5912;51,15
8;VE 8000 - PTUJ;0;VE 8000 - PTUJ;2316;2296;20;99,14;1256;54,70;1040;45,30
8;VE 8000 - PTUJ;1;VO 8001 - LENDAVA;196;193;3;98,47;83;43,01;110;56,99
8;VE 8000 - PTUJ;2;VO 8002 - ORMOŽ;592;586;6;98,99;278;47,44;308;52,56
8;VE 8000 - PTUJ;3;VO 8003 - LJUTOMER;103;103;0;100,00;62;60,19;41;39,81
8;VE 8000 - PTUJ;4;VO 8004 - MURSKA SOBOTA 1;378;375;3;99,21;213;56,80;162;43,20
8;VE 8000 - PTUJ;5;VO 8005 - MURSKA SOBOTA 2;143;143;0;100,00;93;65,03;50;34,97
8;VE 8000 - PTUJ;6;VO 8006 - GORNJA RADGONA;472;466;6;98,73;291;62,45;175;37,55
8;VE 8000 - PTUJ;7;VO 8007 - LENART;196;196;0;100,00;100;51,02;96;48,98
8;VE 8000 - PTUJ;8;VO 8008 - PESNICA;54;54;0;100,00;39;72,22;15;27,78
8;VE 8000 - PTUJ;9;VO 8009 - PTUJ 1;0;0;0;0,00;0,00;0;0,00;0;0,00
8;VE 8000 - PTUJ;10;VO 8010 - PTUJ 2;182;180;2;98,90;97;53,89;83;46,11
8;VE 8000 - PTUJ;11;VO 8011 - PTUJ 3;0;0;0;0,00;0,00;0;0,00;0;0,00
